iso3_a,iso3_b,year,war
HAN,GMY,1864,0
GMY,HAN,1864,0
GMY,SAX,1864,0
SAX,GMY,1864,0
RUS,LVA,1939,0
LVA,RUS,1939,0
RUS,LTU,1940,0
LTU,RUS,1940,0
RUS,EST,1940,0
EST,RUS,1940,0
FRN,CHN,1881,0
CHN,FRN,1881,0
FRN,CHN,1882,0
CHN,FRN,1882,0
FRN,GMY,1866,0
GMY,FRN,1866,0
RUS,JPN,1920,0
RUS,JPN,1921,0
RUS,JPN,1922,0
JPN,RUS,1920,0
JPN,RUS,1921,0
JPN,RUS,1922,0
ITA,CHN,1899,0
CHN,ITA,1899,0
USA,BGR,1941,0
BGR,USA,1941,0
UKG,BGR,1941,0
BGR,UKG,1941,0
BGR,RUS,1941,0
RUS,BGR,1941,0
GMY,THI,1917,0
GMY,THI,1918,0
THI,GMY,1917,0
THI,GMY,1918,0
AUH,THI,1917,0
AUH,THI,1918,0
THI,AUH,1917,0
THI,AUH,1918,0
NIC,GMY,1918,0
GMY,NIC,1918,0
NIC,AUH,1918,0
AUH,NIC,1918,0
RUS,IRN,1941,0
IRN,RUS,1941,0
USA,ECU,1972,0
ECU,USA,1972,0
UKG,RUS,1946,0
RUS,UKG,1946,0
UKG,IRN,1946,0
IRN,UKG,1946,0
UKG,YAR,1949,0
YAR,UKG,1949,0
CHN,MMR,1956,0
MMR,CHN,1956,0
HUN,RUS,1956,1
RUS,HUN,1956,1
USA,RUS,1957,0
RUS,USA,1957,0
USA,EGY,1957,0
EGY,USA,1957,0
USA,SYR,1957,0
SYR,USA,1957,0
RUS,TUR,1957,0
TUR,RUS,1957,0
RUS,JOR,1957,0
JOR,RUS,1957,0
TUR,EGY,1957,0
EGY,TUR,1957,0
TUR,SYR,1957,0
SYR,TUR,1957,0
IRQ,SYR,1957,0
SYR,IRQ,1957,0
EGY,JOR,1957,0
JOR,EGY,1957,0
SYR,JOR,1957,0
JOR,SYR,1957,0
USA,RUS,1958,0
USA,RUS,1959,0
RUS,USA,1958,0
RUS,USA,1959,0
UKG,RUS,1958,0
UKG,RUS,1959,0
RUS,UKG,1958,0
RUS,UKG,1959,0
FRN,RUS,1958,0
FRN,RUS,1959,0
RUS,FRN,1958,0
RUS,FRN,1959,0
UKG,YAR,1962,0
UKG,YAR,1963,0
UKG,YAR,1964,0
UKG,YAR,1965,0
YAR,UKG,1962,0
YAR,UKG,1963,0
YAR,UKG,1964,0
YAR,UKG,1965,0
USA,RUS,1964,0
USA,RUS,1965,0
RUS,USA,1964,0
RUS,USA,1965,0
USA,CHN,1964,0
USA,CHN,1965,0
USA,CHN,1966,0
USA,CHN,1967,0
USA,CHN,1968,0
USA,CHN,1969,0
USA,CHN,1970,0
USA,CHN,1971,0
CHN,USA,1964,0
CHN,USA,1965,0
CHN,USA,1966,0
CHN,USA,1967,0
CHN,USA,1968,0
CHN,USA,1969,0
CHN,USA,1970,0
CHN,USA,1971,0
USA,DRV,1964,0
USA,DRV,1965,1
USA,DRV,1966,1
USA,DRV,1967,1
USA,DRV,1968,1
USA,DRV,1969,1
USA,DRV,1970,1
USA,DRV,1971,1
USA,DRV,1972,1
USA,DRV,1973,1
DRV,USA,1964,0
DRV,USA,1965,1
DRV,USA,1966,1
DRV,USA,1967,1
DRV,USA,1968,1
DRV,USA,1969,1
DRV,USA,1970,1
DRV,USA,1971,1
DRV,USA,1972,1
DRV,USA,1973,1
RUS,KOR,1965,0
KOR,RUS,1965,0
RUS,RVN,1964,0
RUS,RVN,1965,0
RVN,RUS,1964,0
RVN,RUS,1965,0
RUS,AUS,1964,0
RUS,AUS,1965,0
AUS,RUS,1964,0
AUS,RUS,1965,0
RUS,NEW,1965,0
NEW,RUS,1965,0
CHN,KOR,1965,0
CHN,KOR,1966,0
CHN,KOR,1967,0
CHN,KOR,1968,0
CHN,KOR,1969,0
CHN,KOR,1970,0
CHN,KOR,1971,0
KOR,CHN,1965,0
KOR,CHN,1966,0
KOR,CHN,1967,0
KOR,CHN,1968,0
KOR,CHN,1969,0
KOR,CHN,1970,0
KOR,CHN,1971,0
CHN,THI,1967,0
CHN,THI,1968,0
CHN,THI,1969,0
CHN,THI,1970,0
CHN,THI,1971,0
THI,CHN,1967,0
THI,CHN,1968,0
THI,CHN,1969,0
THI,CHN,1970,0
THI,CHN,1971,0
CHN,CAM,1970,0
CHN,CAM,1971,0
CAM,CHN,1970,0
CAM,CHN,1971,0
CHN,RVN,1964,0
CHN,RVN,1965,0
CHN,RVN,1966,0
CHN,RVN,1967,0
CHN,RVN,1968,0
CHN,RVN,1969,0
CHN,RVN,1970,0
CHN,RVN,1971,0
RVN,CHN,1964,0
RVN,CHN,1965,0
RVN,CHN,1966,0
RVN,CHN,1967,0
RVN,CHN,1968,0
RVN,CHN,1969,0
RVN,CHN,1970,0
RVN,CHN,1971,0
CHN,PHL,1966,0
CHN,PHL,1967,0
CHN,PHL,1968,0
CHN,PHL,1969,0
CHN,PHL,1970,0
CHN,PHL,1971,0
PHL,CHN,1966,0
PHL,CHN,1967,0
PHL,CHN,1968,0
PHL,CHN,1969,0
PHL,CHN,1970,0
PHL,CHN,1971,0
CHN,AUS,1964,0
CHN,AUS,1965,0
CHN,AUS,1966,0
CHN,AUS,1967,0
CHN,AUS,1968,0
CHN,AUS,1969,0
CHN,AUS,1970,0
CHN,AUS,1971,0
AUS,CHN,1964,0
AUS,CHN,1965,0
AUS,CHN,1966,0
AUS,CHN,1967,0
AUS,CHN,1968,0
AUS,CHN,1969,0
AUS,CHN,1970,0
AUS,CHN,1971,0
CHN,NEW,1965,0
CHN,NEW,1966,0
CHN,NEW,1967,0
CHN,NEW,1968,0
CHN,NEW,1969,0
CHN,NEW,1970,0
CHN,NEW,1971,0
NEW,CHN,1965,0
NEW,CHN,1966,0
NEW,CHN,1967,0
NEW,CHN,1968,0
NEW,CHN,1969,0
NEW,CHN,1970,0
NEW,CHN,1971,0
KOR,DRV,1965,1
KOR,DRV,1966,1
KOR,DRV,1967,1
KOR,DRV,1968,1
KOR,DRV,1969,1
KOR,DRV,1970,1
KOR,DRV,1971,1
KOR,DRV,1972,1
KOR,DRV,1973,1
DRV,KOR,1965,1
DRV,KOR,1966,1
DRV,KOR,1967,1
DRV,KOR,1968,1
DRV,KOR,1969,1
DRV,KOR,1970,1
DRV,KOR,1971,1
DRV,KOR,1972,1
DRV,KOR,1973,1
THI,DRV,1967,1
THI,DRV,1968,1
THI,DRV,1969,1
THI,DRV,1970,1
THI,DRV,1971,1
THI,DRV,1972,1
THI,DRV,1973,1
DRV,THI,1967,1
DRV,THI,1968,1
DRV,THI,1969,1
DRV,THI,1970,1
DRV,THI,1971,1
DRV,THI,1972,1
DRV,THI,1973,1
CAM,DRV,1970,0
CAM,DRV,1971,0
CAM,DRV,1972,0
CAM,DRV,1973,0
CAM,DRV,1974,0
CAM,DRV,1975,0
DRV,CAM,1970,0
DRV,CAM,1971,0
DRV,CAM,1972,0
DRV,CAM,1973,0
DRV,CAM,1974,0
DRV,CAM,1975,0
DRV,RVN,1964,0
DRV,RVN,1965,1
DRV,RVN,1966,1
DRV,RVN,1967,1
DRV,RVN,1968,1
DRV,RVN,1969,1
DRV,RVN,1970,1
DRV,RVN,1971,1
DRV,RVN,1972,1
DRV,RVN,1973,1
DRV,RVN,1974,1
DRV,RVN,1975,1
RVN,DRV,1964,0
RVN,DRV,1965,1
RVN,DRV,1966,1
RVN,DRV,1967,1
RVN,DRV,1968,1
RVN,DRV,1969,1
RVN,DRV,1970,1
RVN,DRV,1971,1
RVN,DRV,1972,1
RVN,DRV,1973,1
RVN,DRV,1974,1
RVN,DRV,1975,1
DRV,PHL,1966,1
DRV,PHL,1967,1
DRV,PHL,1968,1
DRV,PHL,1969,1
PHL,DRV,1966,1
PHL,DRV,1967,1
PHL,DRV,1968,1
PHL,DRV,1969,1
DRV,AUS,1964,0
DRV,AUS,1965,1
DRV,AUS,1966,1
DRV,AUS,1967,1
DRV,AUS,1968,1
DRV,AUS,1969,1
DRV,AUS,1970,1
DRV,AUS,1971,1
DRV,AUS,1972,1
AUS,DRV,1964,0
AUS,DRV,1965,1
AUS,DRV,1966,1
AUS,DRV,1967,1
AUS,DRV,1968,1
AUS,DRV,1969,1
AUS,DRV,1970,1
AUS,DRV,1971,1
AUS,DRV,1972,1
DRV,NEW,1965,0
DRV,NEW,1966,0
DRV,NEW,1967,0
DRV,NEW,1968,0
DRV,NEW,1969,0
DRV,NEW,1970,0
DRV,NEW,1971,0
NEW,DRV,1965,0
NEW,DRV,1966,0
NEW,DRV,1967,0
NEW,DRV,1968,0
NEW,DRV,1969,0
NEW,DRV,1970,0
NEW,DRV,1971,0
RUS,TUR,1921,0
TUR,RUS,1921,0
FRN,THI,1940,0
FRN,THI,1941,0
THI,FRN,1940,0
THI,FRN,1941,0
GMY,TUR,1945,0
TUR,GMY,1945,0
TUR,JPN,1945,0
JPN,TUR,1945,0
CHN,JPN,1935,0
JPN,CHN,1935,0
UKG,EGY,1942,0
EGY,UKG,1942,0
UKG,ISL,1975,0
UKG,ISL,1976,0
ISL,UKG,1975,0
ISL,UKG,1976,0
UKG,ITA,1939,0
ITA,UKG,1939,0
FRN,ITA,1939,0
ITA,FRN,1939,0
GMY,IRQ,1943,0
IRQ,GMY,1943,0
IRQ,JPN,1943,0
JPN,IRQ,1943,0
ITA,IRQ,1943,0
IRQ,ITA,1943,0
GMY,SAU,1943,0
SAU,GMY,1943,0
SAU,JPN,1943,0
JPN,SAU,1943,0
CHN,IND,1964,0
CHN,IND,1965,0
CHN,IND,1966,0
IND,CHN,1964,0
IND,CHN,1965,0
IND,CHN,1966,0
BRA,FRN,1963,0
FRN,BRA,1963,0
UKG,GRC,1922,0
GRC,UKG,1922,0
FRN,GRC,1922,0
GRC,FRN,1922,0
BRA,GMY,1944,0
GMY,BRA,1944,0
BRA,JPN,1944,0
JPN,BRA,1944,0
CUB,GMY,1917,0
CUB,GMY,1918,0
GMY,CUB,1917,0
GMY,CUB,1918,0
USA,CHN,1950,0
CHN,USA,1950,0
CHN,TAW,1949,0
CHN,TAW,1950,0
TAW,CHN,1949,0
TAW,CHN,1950,0
USA,CHN,1949,0
USA,CHN,1950,0
CHN,USA,1949,0
CHN,USA,1950,0
USA,HTI,1963,0
HTI,USA,1963,0
CAN,HTI,1963,0
HTI,CAN,1963,0
HTI,DOM,1963,0
DOM,HTI,1963,0
HTI,UKG,1963,0
UKG,HTI,1963,0
UKG,ISR,1956,0
ISR,UKG,1956,0
JOR,ISR,1950,0
JOR,ISR,1951,0
JOR,ISR,1952,0
JOR,ISR,1953,0
JOR,ISR,1954,0
JOR,ISR,1955,0
JOR,ISR,1956,0
ISR,JOR,1950,0
ISR,JOR,1951,0
ISR,JOR,1952,0
ISR,JOR,1953,0
ISR,JOR,1954,0
ISR,JOR,1955,0
ISR,JOR,1956,0
ISR,SAU,1957,0
SAU,ISR,1957,0
LBN,ISR,1965,0
ISR,LBN,1965,0
JOR,ISR,1962,0
ISR,JOR,1962,0
JOR,ISR,1963,0
JOR,ISR,1964,0
JOR,ISR,1965,0
ISR,JOR,1963,0
ISR,JOR,1964,0
ISR,JOR,1965,0
NTH,IDN,1960,0
NTH,IDN,1961,0
NTH,IDN,1962,0
IDN,NTH,1960,0
IDN,NTH,1961,0
IDN,NTH,1962,0
NTH,IDN,1951,0
IDN,NTH,1951,0
NTH,IDN,1957,0
NTH,IDN,1958,0
NTH,IDN,1959,0
IDN,NTH,1957,0
IDN,NTH,1958,0
IDN,NTH,1959,0
BOL,PRY,1927,0
PRY,BOL,1927,0
BOL,PRY,1928,0
BOL,PRY,1929,0
PRY,BOL,1928,0
PRY,BOL,1929,0
BOL,PRY,1931,0
BOL,PRY,1932,1
BOL,PRY,1933,1
BOL,PRY,1934,1
BOL,PRY,1935,1
PRY,BOL,1931,0
PRY,BOL,1932,1
PRY,BOL,1933,1
PRY,BOL,1934,1
PRY,BOL,1935,1
BOL,PRY,1936,0
PRY,BOL,1936,0
BOL,PRY,1938,0
PRY,BOL,1938,0
IRQ,ISR,1967,1
ISR,IRQ,1967,1
EGY,ISR,1967,1
ISR,EGY,1967,1
SYR,ISR,1966,0
SYR,ISR,1967,1
ISR,SYR,1966,0
ISR,SYR,1967,1
JOR,ISR,1967,1
ISR,JOR,1967,1
ISR,SAU,1967,0
SAU,ISR,1967,0
ISR,KWT,1967,0
KWT,ISR,1967,0
USA,RUS,1970,0
RUS,USA,1970,0
USA,IRQ,1970,0
IRQ,USA,1970,0
USA,SYR,1970,0
SYR,USA,1970,0
UKG,RUS,1970,0
RUS,UKG,1970,0
IRQ,JOR,1970,0
JOR,IRQ,1970,0
SYR,JOR,1970,0
JOR,SYR,1970,0
SYR,ISR,1970,0
ISR,SYR,1970,0
EGY,JOR,1948,0
JOR,EGY,1948,0
LBY,ISR,1973,0
ISR,LBY,1973,0
IRQ,ISR,1973,1
ISR,IRQ,1973,1
EGY,ISR,1971,0
EGY,ISR,1972,0
EGY,ISR,1973,1
ISR,EGY,1971,0
ISR,EGY,1972,0
ISR,EGY,1973,1
SYR,ISR,1971,0
SYR,ISR,1972,0
SYR,ISR,1973,1
ISR,SYR,1971,0
ISR,SYR,1972,0
ISR,SYR,1973,1
JOR,ISR,1973,1
ISR,JOR,1973,1
ISR,SAU,1973,1
SAU,ISR,1973,1
LBN,ISR,1968,0
ISR,LBN,1968,0
ITA,THI,1943,0
THI,ITA,1943,0
EGY,ISR,1974,0
ISR,EGY,1974,0
LBN,ISR,1974,0
LBN,ISR,1975,0
ISR,LBN,1974,0
ISR,LBN,1975,0
ITA,YUG,1953,0
YUG,ITA,1953,0
VEN,NTH,1908,0
NTH,VEN,1908,0
PRT,AUS,1941,0
AUS,PRT,1941,0
JOR,ISR,1967,0
JOR,ISR,1968,0
JOR,ISR,1969,0
JOR,ISR,1970,0
ISR,JOR,1967,0
ISR,JOR,1968,0
ISR,JOR,1969,0
ISR,JOR,1970,0
DZA,ISR,1970,0
ISR,DZA,1970,0
DZA,ISR,1968,0
ISR,DZA,1968,0
UKG,IDN,1963,0
UKG,IDN,1964,0
UKG,IDN,1965,0
IDN,UKG,1963,0
IDN,UKG,1964,0
IDN,UKG,1965,0
MYS,IDN,1963,0
MYS,IDN,1964,0
MYS,IDN,1965,0
IDN,MYS,1963,0
IDN,MYS,1964,0
IDN,MYS,1965,0
IDN,AUS,1963,0
IDN,AUS,1964,0
IDN,AUS,1965,0
AUS,IDN,1963,0
AUS,IDN,1964,0
AUS,IDN,1965,0
MYS,PHL,1968,0
PHL,MYS,1968,0
PRT,IND,1954,0
PRT,IND,1955,0
IND,PRT,1954,0
IND,PRT,1955,0
PRT,IND,1961,0
IND,PRT,1961,0
IND,PAK,1947,0
PAK,IND,1947,0
IND,PAK,1951,0
PAK,IND,1951,0
SYR,JOR,1971,0
JOR,SYR,1971,0
MAR,DZA,1962,0
DZA,MAR,1962,0
MAR,DZA,1963,0
DZA,MAR,1963,0
SPN,MAR,1909,1
SPN,MAR,1910,1
MAR,SPN,1909,1
MAR,SPN,1910,1
SPN,MAR,1911,0
MAR,SPN,1911,0
SDN,EGY,1958,0
EGY,SDN,1958,0
CHL,ARG,1900,0
CHL,ARG,1901,0
CHL,ARG,1902,0
ARG,CHL,1900,0
ARG,CHL,1901,0
ARG,CHL,1902,0
ARG,URY,1907,0
URY,ARG,1907,0
PRY,ARG,1912,0
ARG,PRY,1912,0
CHL,ARG,1952,0
ARG,CHL,1952,0
CHL,ARG,1955,0
ARG,CHL,1955,0
CHL,ARG,1958,0
ARG,CHL,1958,0
CHL,ARG,1959,0
ARG,CHL,1959,0
CHL,ARG,1960,0
ARG,CHL,1960,0
CHL,ARG,1963,0
ARG,CHL,1963,0
YPR,OMN,1972,0
OMN,YPR,1972,0
YPR,OMN,1973,0
OMN,YPR,1973,0
YPR,OMN,1975,0
YPR,OMN,1976,0
OMN,YPR,1975,0
OMN,YPR,1976,0
YAR,YPR,1971,0
YAR,YPR,1972,0
YPR,YAR,1971,0
YPR,YAR,1972,0
USA,EGY,1962,0
EGY,USA,1962,0
USA,YAR,1962,0
YAR,USA,1962,0
EGY,JOR,1962,0
JOR,EGY,1962,0
EGY,SAU,1962,0
EGY,SAU,1963,0
SAU,EGY,1962,0
SAU,EGY,1963,0
JOR,YAR,1962,0
YAR,JOR,1962,0
SAU,YAR,1962,0
SAU,YAR,1963,0
YAR,SAU,1962,0
YAR,SAU,1963,0
EGY,SAU,1966,0
EGY,SAU,1967,0
SAU,EGY,1966,0
SAU,EGY,1967,0
SAU,YAR,1966,0
SAU,YAR,1967,0
YAR,SAU,1966,0
YAR,SAU,1967,0
SAU,YPR,1969,0
YPR,SAU,1969,0
HTI,DOM,1949,0
HTI,DOM,1950,0
DOM,HTI,1949,0
DOM,HTI,1950,0
CUB,DOM,1959,0
DOM,CUB,1959,0
DOM,VEN,1959,0
VEN,DOM,1959,0
CUB,VEN,1967,0
VEN,CUB,1967,0
FRN,MAR,1958,0
MAR,FRN,1958,0
SPN,MAR,1957,0
SPN,MAR,1958,0
MAR,SPN,1957,0
MAR,SPN,1958,0
SPN,MAR,1972,0
MAR,SPN,1972,0
SPN,MAR,1973,0
SPN,MAR,1974,0
MAR,SPN,1973,0
MAR,SPN,1974,0
HTI,DOM,1901,0
DOM,HTI,1901,0
TUR,IRQ,1962,0
IRQ,TUR,1962,0
USA,GTM,1958,0
GTM,USA,1958,0
MEX,GTM,1958,0
MEX,GTM,1959,0
GTM,MEX,1958,0
GTM,MEX,1959,0
SAU,YAR,1931,0
YAR,SAU,1931,0
SAU,YAR,1931,0
SAU,YAR,1932,0
YAR,SAU,1931,0
YAR,SAU,1932,0
UKG,SAU,1934,0
SAU,UKG,1934,0
FRN,SAU,1934,0
SAU,FRN,1934,0
ITA,SAU,1934,0
SAU,ITA,1934,0
SAU,YAR,1933,0
SAU,YAR,1934,1
YAR,SAU,1933,0
YAR,SAU,1934,1
IRN,TUR,1914,0
IRN,TUR,1915,0
IRN,TUR,1916,0
IRN,TUR,1917,0
TUR,IRN,1914,0
TUR,IRN,1915,0
TUR,IRN,1916,0
TUR,IRN,1917,0
RUS,IRN,1918,0
IRN,RUS,1918,0
UKG,RUS,1920,0
UKG,RUS,1921,0
RUS,UKG,1920,0
RUS,UKG,1921,0
RUS,IRN,1920,0
RUS,IRN,1921,0
IRN,RUS,1920,0
IRN,RUS,1921,0
IRN,IRQ,1971,0
IRN,IRQ,1972,0
IRQ,IRN,1971,0
IRQ,IRN,1972,0
IRN,IRQ,1969,0
IRQ,IRN,1969,0
IRN,IRQ,1959,0
IRN,IRQ,1960,0
IRQ,IRN,1959,0
IRQ,IRN,1960,0
COL,PER,1932,0
COL,PER,1933,0
PER,COL,1932,0
PER,COL,1933,0
COL,PER,1934,0
PER,COL,1934,0
RUS,CHN,1917,0
CHN,RUS,1917,0
ECU,PER,1901,0
ECU,PER,1902,0
ECU,PER,1903,0
ECU,PER,1904,0
ECU,PER,1905,0
PER,ECU,1901,0
PER,ECU,1902,0
PER,ECU,1903,0
PER,ECU,1904,0
PER,ECU,1905,0
ECU,PER,1910,0
PER,ECU,1910,0
ECU,PER,1912,0
ECU,PER,1913,0
PER,ECU,1912,0
PER,ECU,1913,0
ECU,PER,1932,0
PER,ECU,1932,0
ECU,PER,1934,0
ECU,PER,1935,0
ECU,PER,1936,0
PER,ECU,1934,0
PER,ECU,1935,0
PER,ECU,1936,0
ECU,PER,1938,0
PER,ECU,1938,0
ECU,PER,1939,0
ECU,PER,1940,0
ECU,PER,1941,0
ECU,PER,1942,0
PER,ECU,1939,0
PER,ECU,1940,0
PER,ECU,1941,0
PER,ECU,1942,0
ECU,PER,1951,0
PER,ECU,1951,0
ECU,PER,1954,0
PER,ECU,1954,0
USA,ECU,1971,0
ECU,USA,1971,0
COL,PER,1907,0
PER,COL,1907,0
COL,PER,1911,0
PER,COL,1911,0
PER,BRA,1902,0
PER,BRA,1903,0
PER,BRA,1904,0
BRA,PER,1902,0
BRA,PER,1903,0
BRA,PER,1904,0
VEN,GUY,1966,0
VEN,GUY,1967,0
GUY,VEN,1966,0
GUY,VEN,1967,0
HND,NIC,1922,0
NIC,HND,1922,0
GTM,HND,1927,0
GTM,HND,1928,0
HND,GTM,1927,0
HND,GTM,1928,0
USA,HND,1929,0
HND,USA,1929,0
HND,NIC,1929,0
NIC,HND,1929,0
GTM,SAL,1935,0
SAL,GTM,1935,0
ARG,URY,1969,0
URY,ARG,1969,0
HND,NIC,1957,0
NIC,HND,1957,0
COL,VEN,1900,0
COL,VEN,1901,0
VEN,COL,1900,0
VEN,COL,1901,0
GTM,HND,1917,0
HND,GTM,1917,0
BRA,BOL,1902,0
BRA,BOL,1903,0
BOL,BRA,1902,0
BOL,BRA,1903,0
BOL,PRY,1906,0
PRY,BOL,1906,0
PER,BOL,1910,0
PER,BOL,1911,0
BOL,PER,1910,0
BOL,PER,1911,0
PER,CHL,1911,0
CHL,PER,1911,0
BOL,PRY,1918,0
PRY,BOL,1918,0
PER,CHL,1920,0
CHL,PER,1920,0
BOL,CHL,1920,0
CHL,BOL,1920,0
GUY,BRA,1975,0
GUY,BRA,1976,0
BRA,GUY,1975,0
BRA,GUY,1976,0
HND,SAL,1976,0
SAL,HND,1976,0
PER,CHL,1976,0
CHL,PER,1976,0
USA,NIC,1954,0
NIC,USA,1954,0
NIC,CRI,1954,0
NIC,CRI,1955,0
CRI,NIC,1954,0
CRI,NIC,1955,0
HND,NIC,1918,0
NIC,HND,1918,0
NIC,COL,1913,0
NIC,COL,1914,0
COL,NIC,1913,0
COL,NIC,1914,0
CHN,MNG,1943,0
MNG,CHN,1943,0
IRQ,PAK,1973,0
PAK,IRQ,1973,0
GTM,HND,1907,0
HND,GTM,1907,0
HND,NIC,1907,1
NIC,HND,1907,1
SAL,NIC,1907,1
NIC,SAL,1907,1
USA,NIC,1909,0
NIC,USA,1909,0
MEX,NIC,1909,0
NIC,MEX,1909,0
HND,NIC,1909,0
NIC,HND,1909,0
SAL,NIC,1909,0
NIC,SAL,1909,0
GTM,HND,1906,1
HND,GTM,1906,1
GTM,SAL,1906,1
SAL,GTM,1906,1
GTM,NIC,1906,0
NIC,GTM,1906,0
HND,SAL,1969,1
SAL,HND,1969,1
HTI,DOM,1912,0
DOM,HTI,1912,0
PRY,ARG,1959,0
ARG,PRY,1959,0
PRY,ARG,1962,0
ARG,PRY,1962,0
USA,CAM,1964,0
CAM,USA,1964,0
CAM,RVN,1964,0
CAM,RVN,1965,0
RVN,CAM,1964,0
RVN,CAM,1965,0
CAM,RVN,1956,0
RVN,CAM,1956,0
CAM,RVN,1958,0
RVN,CAM,1958,0
USA,CHN,1965,0
USA,CHN,1966,0
CHN,USA,1965,0
CHN,USA,1966,0
USA,CAM,1965,0
USA,CAM,1966,0
CAM,USA,1965,0
CAM,USA,1966,0
CHN,THI,1965,0
CHN,THI,1966,0
THI,CHN,1965,0
THI,CHN,1966,0
CHN,RVN,1965,0
CHN,RVN,1966,0
RVN,CHN,1965,0
RVN,CHN,1966,0
THI,CAM,1965,0
THI,CAM,1966,0
CAM,THI,1965,0
CAM,THI,1966,0
CAM,RVN,1965,0
CAM,RVN,1966,0
RVN,CAM,1965,0
RVN,CAM,1966,0
USA,CAM,1967,0
CAM,USA,1967,0
KOR,CAM,1967,0
CAM,KOR,1967,0
CAM,RVN,1967,0
RVN,CAM,1967,0
POL,RUS,1919,1
POL,RUS,1920,1
RUS,POL,1919,1
RUS,POL,1920,1
THI,CAM,1953,0
THI,CAM,1954,0
CAM,THI,1953,0
CAM,THI,1954,0
THI,CAM,1958,0
THI,CAM,1959,0
CAM,THI,1958,0
CAM,THI,1959,0
THI,CAM,1961,0
CAM,THI,1961,0
THI,CAM,1962,0
CAM,THI,1962,0
THI,CAM,1964,0
THI,CAM,1965,0
THI,CAM,1966,0
CAM,THI,1964,0
CAM,THI,1965,0
CAM,THI,1966,0
THI,CAM,1967,0
CAM,THI,1967,0
THI,CAM,1975,0
THI,CAM,1976,0
CAM,THI,1975,0
CAM,THI,1976,0
THI,CAM,1976,0
THI,CAM,1977,0
THI,CAM,1978,0
THI,CAM,1979,0
THI,CAM,1980,0
THI,CAM,1981,0
THI,CAM,1982,0
THI,CAM,1983,0
THI,CAM,1984,0
THI,CAM,1985,0
THI,CAM,1986,0
THI,CAM,1987,0
CAM,THI,1976,0
CAM,THI,1977,0
CAM,THI,1978,0
CAM,THI,1979,0
CAM,THI,1980,0
CAM,THI,1981,0
CAM,THI,1982,0
CAM,THI,1983,0
CAM,THI,1984,0
CAM,THI,1985,0
CAM,THI,1986,0
CAM,THI,1987,0
THI,DRV,1980,0
THI,DRV,1981,0
THI,DRV,1982,0
THI,DRV,1983,0
THI,DRV,1984,0
THI,DRV,1985,0
THI,DRV,1986,0
THI,DRV,1987,0
DRV,THI,1980,0
DRV,THI,1981,0
DRV,THI,1982,0
DRV,THI,1983,0
DRV,THI,1984,0
DRV,THI,1985,0
DRV,THI,1986,0
DRV,THI,1987,0
AUT,HUN,1921,0
HUN,AUT,1921,0
RUS,EST,1921,0
EST,RUS,1921,0
RUS,LVA,1921,0
LVA,RUS,1921,0
ALB,YUG,1921,0
YUG,ALB,1921,0
IND,PAK,1947,1
IND,PAK,1948,1
PAK,IND,1947,1
PAK,IND,1948,1
YUG,BGR,1923,0
BGR,YUG,1923,0
GRC,BGR,1925,0
BGR,GRC,1925,0
POL,LTU,1938,0
LTU,POL,1938,0
POL,CZE,1938,0
CZE,POL,1938,0
HUN,YUG,1938,0
YUG,HUN,1938,0
HUN,CZE,1938,0
CZE,HUN,1938,0
HUN,ROU,1939,0
ROU,HUN,1939,0
GRC,TUR,1909,0
TUR,GRC,1909,0
YUG,TUR,1912,1
YUG,TUR,1913,1
TUR,YUG,1912,1
TUR,YUG,1913,1
GRC,TUR,1912,1
GRC,TUR,1913,1
TUR,GRC,1912,1
TUR,GRC,1913,1
BGR,TUR,1912,1
BGR,TUR,1913,1
TUR,BGR,1912,1
TUR,BGR,1913,1
YUG,BGR,1913,1
BGR,YUG,1913,1
GRC,BGR,1913,1
BGR,GRC,1913,1
BGR,ROU,1913,1
ROU,BGR,1913,1
BGR,TUR,1913,1
TUR,BGR,1913,1
GRC,BGR,1915,0
BGR,GRC,1915,0
ROU,RUS,1918,0
RUS,ROU,1918,0
FRN,ALB,1918,0
ALB,FRN,1918,0
ITA,ALB,1918,0
ALB,ITA,1918,0
ALB,YUG,1918,0
YUG,ALB,1918,0
YUG,ROU,1918,0
ROU,YUG,1918,0
UKG,HUN,1919,0
HUN,UKG,1919,0
FRN,HUN,1919,0
HUN,FRN,1919,0
HUN,CZE,1919,1
CZE,HUN,1919,1
HUN,ITA,1919,0
ITA,HUN,1919,0
HUN,YUG,1919,0
YUG,HUN,1919,0
HUN,ROU,1919,1
ROU,HUN,1919,1
POL,CZE,1919,0
CZE,POL,1919,0
UKG,GMY,1919,0
GMY,UKG,1919,0
FRN,GMY,1919,0
GMY,FRN,1919,0
GMY,POL,1919,0
POL,GMY,1919,0
GMY,EST,1919,1
EST,GMY,1919,1
GMY,LVA,1919,1
LVA,GMY,1919,1
GRC,TUR,1919,1
GRC,TUR,1920,1
GRC,TUR,1921,1
GRC,TUR,1922,1
TUR,GRC,1919,1
TUR,GRC,1920,1
TUR,GRC,1921,1
TUR,GRC,1922,1
POL,LTU,1919,0
POL,LTU,1920,1
POL,LTU,1921,0
LTU,POL,1919,0
LTU,POL,1920,1
LTU,POL,1921,0
GMY,POL,1921,0
POL,GMY,1921,0
BGR,TUR,1908,0
BGR,TUR,1909,0
TUR,BGR,1908,0
TUR,BGR,1909,0
GRC,TUR,1963,0
GRC,TUR,1964,0
TUR,GRC,1963,0
