iso3,year,milex_const_usd,milex_current_usd,milex_gdp_share,gdp_const_usd,ln_milex_const_usd,ln_gdp_const_usd
CHL,1969,330.937403943207,179.980922718443,0.0226089998688066,14637418986.400982,19.61743980350336,23.406847031194022
CHL,1970,706.399391405518,388.383950343605,0.0445045063352876,15872536279.442207,20.375691345709935,23.48785617468541
CHL,1971,1069.32306471777,651.589862883541,0.0626481544192347,17068708162.765263,20.790291635416423,23.560512692082018
CHL,1972,1176.3648801655,745.661188757487,0.0662541419500109,17755340957.446453,20.88569491054794,23.599952206617875
CHL,1973,1202.09362893948,1005.91972016376,0.0628382090072808,19129979162.840214,20.907330564318237,23.674522531158054
CHL,1974,1804.2201938016,1103.19048084936,0.0710956116396779,25377377762.014767,21.31339430978663,23.95712397482532
CHL,1975,1388.91358507907,486.720076897699,0.0674253666077988,20599273759.357212,21.051787685017292,23.74852165772036
CHL,1976,1459.14780140101,599.806958679965,0.0608505082532873,23979221263.48358,21.101118404578312,23.900453511601608
CHL,1977,1931.57103945421,924.04275671208,0.0691524481356639,27932070252.449146,21.381599518816582,24.053041337051237
CHL,1978,2272.57403842906,1036.14503503307,0.067281223205458,33777240218.85357,21.54417896365199,24.243053046316362
CHL,1979,2539.94418649018,1312.89970949745,0.0633255633255633,40109302675.004456,21.655407943912664,24.414874131261975
CHL,1980,2679.06410562198,1787.17948717949,0.0648209286969784,41330233297.73526,21.7087333561595,24.44486011020939
CHL,1981,2871.46358235193,2292.30769230769,0.0702211888902853,40891697046.575935,21.778087695740677,24.434192873190433
CHL,1982,3213.44795911145,2160.7478544756,0.0887726773839499,36198614864.492546,21.89061032818718,24.312286691634267
CHL,1983,2709.00813481562,1497.68430084162,0.0757522260240995,35761432726.13252,21.71984840292992,24.30013585149759
CHL,1984,2757.84482434866,1462.26295346653,0.076054061762236,36261637583.14936,21.73771535090168,24.31402620350235
CHL,1985,2681.54541722243,1137.63521074226,0.0690060861105455,38859549474.03743,21.709659113488808,24.383219687262812
CHL,1986,2636.94272061375,1114.39382159332,0.0628800219933844,41936097301.16161,21.692886022661,24.45941280375468
CHL,1987,2619.05780139313,1166.7813697831,0.0563807107493349,46453082385.52182,21.686080472252552,24.561708659219263
CHL,1988,2185.56731867052,999.951022807046,0.0413999607967718,52791531117.60776,21.505141274204846,24.68961661929404
CHL,1989,2012.44634381184,988.934423159046,0.0359002950895468,56056540448.822395,21.422616905441615,24.749626669198765
CHL,1990,1902.11711939376,1031.4755840382,0.0340165485912065,55917404856.454765,21.366233376142155,24.7471415256487
CHL,1991,1800.22678281761,1038.03949418125,0.028498427672956,63169337041.21374,21.31117848436663,24.86908484696601
CHL,1992,1823.38461016379,1168.85839106836,0.0262851046938573,69369501525.70273,21.323960286892877,24.962713148584818
CHL,1993,1991.57167467161,1291.05367596483,0.0270692293725521,73573268276.74828,21.412189950232897,25.02154759394557
CHL,1994,2109.66987773774,1466.04883180184,0.0259754498264789,81217838067.51176,21.469797316145396,25.120400740622166
CHL,1995,2295.05388353096,1827.99736877257,0.0256206462916649,89578297807.32753,21.554022158846028,25.218378915617446
CHL,1996,2313.69406747888,1904.10583432581,0.0244932089847955,94462676120.35391,21.562111247590636,25.27147063173882
CHL,1997,2469.34485192477,2120.70260794906,0.0249820192394138,98844886326.43903,21.62721871026766,25.316817653575328
CHL,1998,2568.84284637784,2112.37312291435,0.0258983722621321,99189355237.35338,21.666721380130934,25.320296539404463
CHL,1999,2657.70257281294,2043.1348115186,0.027136315935113,97938960438.39943,21.700727892109857,25.307610268894283
CHL,2000,2794.46954761413,2103.46060968852,0.0268861588559481,103937106173.71814,21.75090813935723,25.367051804824122
CHL,2001,2857.44436211982,1893.09822376358,0.0264704915196781,107948292535.31627,21.773193482619472,25.404918176601182
CHL,2002,2843.70697051476,1779.5531376599,0.0253154294246795,112330978977.68575,21.7683743093015,25.444715519755412
CHL,2003,3225.77113053945,2067.98399763957,0.0270297150997137,119341662264.63918,21.894437868856638,25.505256327757145
CHL,2004,3656.92010389132,2687.32086578325,0.0271229040717924,134827749057.09625,22.019887128429364,25.627263867778975
CHL,2005,3759.82247310119,3100.3915908019,0.0253476299282486,148330336356.65738,22.047637578632823,25.72270762590329
CHL,2006,4283.72501611139,3855.3580689265,0.0250608214331462,170933144691.16345,22.17808879888896,25.864538350283315
CHL,2007,4217.67226548621,4022.47810375452,0.0233098063414723,180939824368.34833,22.162549216953025,25.921430350881153
CHL,2008,4476.88347998425,4641.87757555109,0.0258365225907913,173277323380.19473,22.222192989506095,25.878159173289593
CHL,2009,4025.91008335755,3902.22158827515,0.0227650786809373,176845867294.4851,22.116016829924924,25.89854438390238
CHL,2010,4529.67637091271,4894.08112509775,0.0225424091461721,200940207479.19434,22.23391633258968,26.026273225523067
CHL,2011,4827.82951971678,5686.75206960146,0.022636127719888,213279832109.93594,22.29766282881194,26.08587090619503
CHL,2012,4531.12785898227,5466.10178201784,0.0204588025146131,221475712263.50235,22.234236720944875,26.123578769238893
CHL,2013,4584.88818171106,5529.87948060968,0.0199462247217943,229862454958.77563,22.24603155450817,26.160746945064812
CHL,2014,4652.54949927924,5102.77742211734,0.0196710687686468,236517372492.48074,22.260681185710325,26.18928749880842
CHL,2015,4640.56170269772,4630.77277372175,0.0190962335490079,243009266240.2953,22.2581012524737,26.21636541223604
CHL,2016,4793.3569269911,4796.01096208952,0.0192415844831483,249114459944.2474,22.29049682274082,26.24117830628228
CHL,2017,5026.78907122498,5370.01813487068,0.0194059253045695,259033722552.83936,22.338047261601083,26.280224093077003
CHL,2018,5016.00802314706,5545.83193277856,0.0187761395663911,267147994155.60428,22.335900239786728,26.31106862701433
CHL,2019,5013.65642385938,5182.15652866016,0.0186261660464315,269172754680.76923,22.33543131097197,26.31861922112838
CHL,2020,5547.27393740068,5246.20473345184,0.0206377550015856,268792508534.69684,22.43657246158481,26.31720557517242
CHL,2021,5038.48927756688,5194.05917429763,0.0164187618917853,306873886762.90857,22.340372127582214,26.449702707832106
CHL,2022,4649.29573632937,4649.29573632937,0.0154832205230529,300279630417.1379,22.259981590522454,26.427979978856325
CHL,2023,4875.41269130805,5491.66122374877,0.016328889293069,298575892322.17285,22.307470592440513,26.422289983099542
CHN,1949,,,,,,
CHN,1950,,,,,,
CHN,1951,,,,,,
CHN,1952,,,,,,
CHN,1953,,,,,,
CHN,1954,,,,,,
CHN,1955,,,,,,
CHN,1956,,,,,,
CHN,1957,,,,,,
CHN,1958,,,,,,
CHN,1959,,,,,,
CHN,1960,,,,,,
CHN,1961,,,,,,
CHN,1962,,,,,,
CHN,1963,,,,,,
CHN,1964,,,,,,
CHN,1965,,,,,,
CHN,1966,,,,,,
CHN,1967,,,,,,
CHN,1968,,,,,,
CHN,1969,,,,,,
CHN,1970,,,,,,
CHN,1971,,,,,,
CHN,1972,,,,,,
CHN,1973,,,,,,
CHN,1974,,,,,,
CHN,1975,,,,,,
CHN,1976,,,,,,
CHN,1977,,,,,,
CHN,1978,,,,,,
CHN,1979,,,,,,
CHN,1980,,,,,,
CHN,1981,,,,,,
CHN,1982,,,,,,
CHN,1983,,,,,,
CHN,1984,,,,,,
CHN,1985,,,,,,
CHN,1986,,,,,,
CHN,1987,,,,,,
CHN,1988,,,,,,
CHN,1989,21198.3886029748,11251.332630388,0.0244710131532583,866265261279.231,23.777191006441885,27.4874570049337
CHN,1990,23044.6147855005,9926.34925081692,0.0245401611552735,939057190361.946,23.860697947227404,27.56814221990378
CHN,1991,24494.3099245854,9802.37536607312,0.0231124341155315,1059789280616.0682,23.92170667954725,27.689091212419168
CHN,1992,29788.2084863916,12244.2678422149,0.0244954206753443,1216072541933.3057,24.117378463776348,27.826647553888318
CHN,1993,27392.8755297435,12360.2258606446,0.0192806687404062,1420743019786.273,24.033548799367466,27.982201104063023
CHN,1994,26357.358568813,9867.12006627419,0.0169347959870483,1556402485685.1572,23.995013335520795,28.07339817512901
CHN,1995,27376.2087953451,12385.1294749875,0.0168623388691537,1623511958084.5593,24.03294018101577,28.115612794082487
CHN,1996,29002.7355153845,14275.4008199732,0.0165272667000964,1754841622735.7988,24.090655990600975,28.193399725318805
CHN,1997,30940.5910419886,15699.5867685755,0.0163265067284542,1895113973650.2632,24.15533478475272,28.270300097060808
CHN,1998,33783.2983347856,17031.7801996918,0.0165508069090551,2041187388652.4797,24.243232385204948,28.344552807718394
CHN,1999,41184.6360743118,20473.9150947667,0.0187146591412577,2200661832173.9854,24.441331112935686,28.41977926385806
CHN,2000,44577.7841500326,22237.1401512145,0.0183575968454189,2428301728456.1895,24.520501458644855,28.518213251773982
CHN,2001,52857.2499642029,26561.4629982924,0.0198308624365796,2665403490808.524,24.6908607198771,28.611376565766474
CHN,2002,60708.9142150031,30284.1274099972,0.0205936465293746,2947943878147.4873,24.829356381148767,28.712129052811026
CHN,2003,65701.7306690711,33144.0004814458,0.0199628893565843,3291193448778.039,24.908391104085027,28.822271365316276
CHN,2004,72368.6484850218,37904.5718269961,0.0193850823279804,3733213367918.741,25.005039010577825,28.948290471451998
CHN,2005,79470.1433678307,42789.9536509024,0.0187185802294836,4245521956983.544,25.098647232946586,29.076885886197573
CHN,2006,91475.3102708376,51453.3732338486,0.018695916362794,4892796292824.618,25.239334939710783,29.218785095001138
CHN,2007,100555.224674564,62136.5907545887,0.0175016458545192,5745472483583.539,25.333972912775508,29.37943326642082
CHN,2008,110018.448863656,78840.8028198629,0.0171604254580499,6411172562860.13,25.42391390561824,29.489063297255267
CHN,2009,133500.717731164,96601.6667529542,0.0189352379603523,7050385002327.173,25.617372691035666,29.584103341520812
CHN,2010,140076.028389608,105522.648101838,0.0173351986212832,8080439771692.629,25.66545117207781,29.720467414170127
CHN,2011,150373.866639672,125286.373164011,0.0165908251595704,9063676170014.305,25.736390474319563,29.83529591196553
