iso3,year,milex_const_usd,milex_current_usd,milex_gdp_share,gdp_const_usd,ln_milex_const_usd,ln_gdp_const_usd
ALB,1982,,0.0,0.0565159574468085,,,
ALB,1983,,0.0,0.0544128198995456,,,
ALB,1984,,0.0,0.0611750454270139,,,
ALB,1985,,0.0,0.0565142619937141,,,
ALB,1986,,0.0,0.0562618650405569,,,
ALB,1987,,0.0,0.0586222892264873,,,
ALB,1988,,0.0,0.0561731662843362,,,
ALB,1989,298.000935347453,0.0,0.0516761272357288,5766704110.5475025,19.512607183214595,22.47536654291948
ALB,1990,306.251406716149,0.0,0.058883007196812,5201015051.634963,19.539916913171517,22.372119645721806
ALB,1991,216.518810527889,0.0,0.0579127042184833,3738710071.4731483,19.193187986287942,22.042006488205306
ALB,1992,165.549892539433,31.5596574817579,0.0467088782373711,3544291766.0775447,18.92478317284486,21.9886041930719
ALB,1993,151.533514460491,39.2898434285042,0.0319945106674965,4736234788.376845,18.8363173760097,22.278508308547792
ALB,1994,144.847391754419,49.6495049316606,0.0254781906037648,5685152215.362403,18.791191275489513,22.4611237387003
